collected_at,source,rank,movie_name_ko,movie_name_en,reservation_rate,reservation_audience,reservation_sales,raw_text
2026-05-20 05:53:34 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,1,군체,,52.3%,202544,,"52.3% (누적:202,544명)"
2026-05-20 05:53:34 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,2,마이클,,12.2%,47130,,"12.2% (누적:47,130명)"
2026-05-20 05:53:34 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,3,와일드 씽,,5.9%,22764,,"5.9% (누적:22,764명)"
2026-05-20 05:53:34 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,4,신극장판 은혼: 요시와라 대염상,,4.5%,17404,,"4.5% (누적:17,404명)"
2026-05-20 05:53:34 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,5,악마는 프라다를 입는다 2,,2.3%,8862,,"2.3% (누적:8,862명)"
2026-05-20 05:53:34 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,6,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,,2.2%,8409,,"2.2% (누적:8,409명)"
2026-05-20 05:53:34 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,7,극장판 내 마음의 위험한 녀석,,1.6%,6267,,"1.6% (누적:6,267명)"
2026-05-20 05:53:34 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,8,극장판 호빵맨: 세균맨과 그림책의 루룬,,1.6%,6077,,"1.6% (누적:6,077명)"
2026-05-20 05:53:34 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,9,백룸,,1.4%,5456,,"1.4% (누적:5,456명)"
2026-05-20 05:53:34 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,10,만달로리안과 그로구,,1.3%,5025,,"1.3% (누적:5,025명)"
2026-05-20 05:53:34 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,11,교생실습,,1.2%,4551,,"1.2% (누적:4,551명)"
2026-05-20 05:53:34 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,12,슈퍼 마리오 갤럭시,,1.0%,3891,,"1.0% (누적:3,891명)"
2026-05-20 05:53:34 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,13,살목지,,0.9%,3394,,"0.9% (누적:3,394명)"
2026-05-20 05:53:34 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,14,이상한 과자 가게 전천당,,0.9%,3302,,"0.9% (누적:3,302명)"
